order_id,customer_id,customer_name,customer_segment,order_status,item_id,item_name,item_price,total,ds
705711,1674,Tonya Wheeler,Budget,other,ITM010,Phone Case,24.46,1078.68,2025-10-30
958766,8081,Ian Torres DDS,Budget,other,ITM009,Desk Lamp,163.28,163.28,2025-10-30
958766,8081,Ian Torres DDS,Budget,other,ITM003,Keyboard,209.67,372.95,2025-10-30
958766,8081,Ian Torres DDS,Budget,other,ITM004,Monitor,106.42,479.37,2025-10-30
993721,5254,Amanda Mendoza,Budget,pending,ITM007,USB Cable,303.7,303.7,2025-10-30
993721,5254,Amanda Mendoza,Budget,pending,ITM008,Desk Chair,260.67,564.37,2025-10-30
993721,5254,Amanda Mendoza,Budget,pending,ITM014,Hard Drive,415.84,980.21,2025-10-30
993721,5254,Amanda Mendoza,Budget,pending,ITM011,Charger,130.13,1110.34,2025-10-30
180832,3187,Lawrence Wilson,Standard,cancelled,ITM014,Hard Drive,258.81,258.81,2025-10-30
180832,3187,Lawrence Wilson,Standard,cancelled,ITM009,Desk Lamp,168.14,426.95,2025-10-30
180832,3187,Lawrence Wilson,Standard,cancelled,ITM007,USB Cable,52.01,478.96,2025-10-30
115288,2422,Lynn Johnson,Premium,shipped,ITM011,Charger,440.26,440.26,2025-10-30
115288,2422,Lynn Johnson,Premium,shipped,ITM012,Speaker,93.15,533.41,2025-10-30
115288,2422,Lynn Johnson,Premium,shipped,ITM001,Laptop,86.71,620.12,2025-10-30
652385,4912,Pamela Ayers,Budget,pending,ITM011,Charger,48.46,48.46,2025-10-30
220191,3288,Linda Nielsen,Standard,other,ITM013,Router,357.33,357.33,2025-10-30
220191,3288,Linda Nielsen,Standard,other,ITM009,Desk Lamp,399.24,756.57,2025-10-30
220191,3288,Linda Nielsen,Standard,other,ITM008,Desk Chair,386.86,1143.43,2025-10-30
220191,3288,Linda Nielsen,Standard,other,ITM001,Laptop,241.37,1384.8,2025-10-30
941478,8716,Tonya Webster,Enterprise,other,ITM012,Speaker,277.33,277.33,2025-10-30
702043,6095,Amanda Roy,Premium,shipped,ITM001,Laptop,498.95,498.95,2025-10-30
702043,6095,Amanda Roy,Premium,shipped,ITM005,Headphones,379.22,878.17,2025-10-30
702043,6095,Amanda Roy,Premium,shipped,ITM002,Mouse,402.86,1281.03,2025-10-30
702043,6095,Amanda Roy,Premium,shipped,ITM009,Desk Lamp,495.36,1776.39,2025-10-30
702043,6095,Amanda Roy,Premium,shipped,ITM015,SSD,413.46,2189.85,2025-10-30
861648,8156,Jimmy Tran,Standard,cancelled,ITM012,Speaker,342.69,342.69,2025-10-30
861648,8156,Jimmy Tran,Standard,cancelled,ITM014,Hard Drive,164.66,507.35,2025-10-30
761528,1822,Kevin Taylor,Standard,shipped,ITM011,Charger,149.99,149.99,2025-10-30
761528,1822,Kevin Taylor,Standard,shipped,ITM009,Desk Lamp,46.6,196.59,2025-10-30
761528,1822,Kevin Taylor,Standard,shipped,ITM014,Hard Drive,174.85,371.44,2025-10-30
761528,1822,Kevin Taylor,Standard,shipped,ITM005,Headphones,193.95,565.39,2025-10-30
761528,1822,Kevin Taylor,Standard,shipped,ITM012,Speaker,168.22,733.61,2025-10-30
737414,6144,Kristina Doyle,Budget,cancelled,ITM005,Headphones,59.83,59.83,2025-10-30
737414,6144,Kristina Doyle,Budget,cancelled,ITM001,Laptop,57.63,117.46,2025-10-30
737414,6144,Kristina Doyle,Budget,cancelled,ITM004,Monitor,315.72,433.18,2025-10-30
737414,6144,Kristina Doyle,Budget,cancelled,ITM011,Charger,244.23,677.41,2025-10-30
913557,9354,Stephen Frederick,Enterprise,pending,ITM006,Webcam,190.34,190.34,2025-10-30
913557,9354,Stephen Frederick,Enterprise,pending,ITM001,Laptop,264.84,455.18,2025-10-30
913557,9354,Stephen Frederick,Enterprise,pending,ITM010,Phone Case,397.46,852.64,2025-10-30
913557,9354,Stephen Frederick,Enterprise,pending,ITM004,Monitor,464.98,1317.62,2025-10-30
980462,5165,Evelyn Sparks,Budget,new,ITM015,SSD,363.09,363.09,2025-10-30
980462,5165,Evelyn Sparks,Budget,new,ITM009,Desk Lamp,184.55,547.64,2025-10-30
270191,8175,Vincent Smith,Enterprise,pending,ITM005,Headphones,283.84,283.84,2025-10-30
270191,8175,Vincent Smith,Enterprise,pending,ITM004,Monitor,191.54,475.38,2025-10-30
270191,8175,Vincent Smith,Enterprise,pending,ITM015,SSD,342.53,817.91,2025-10-30
325251,8347,Brittany Lee,Budget,cancelled,ITM015,SSD,386.24,386.24,2025-10-30
511876,8750,Cathy Grimes,Enterprise,other,ITM009,Desk Lamp,486.71,486.71,2025-10-30
511876,8750,Cathy Grimes,Enterprise,other,ITM006,Webcam,291.88,778.59,2025-10-30
511876,8750,Cathy Grimes,Enterprise,other,ITM001,Laptop,434.6,1213.19,2025-10-30
511876,8750,Cathy Grimes,Enterprise,other,ITM008,Desk Chair,378.84,1592.03,2025-10-30
543424,4176,Jonathan Smith,Enterprise,other,ITM007,USB Cable,473.87,473.87,2025-10-30
543424,4176,Jonathan Smith,Enterprise,other,ITM002,Mouse,101.04,574.91,2025-10-30
543424,4176,Jonathan Smith,Enterprise,other,ITM009,Desk Lamp,245.4,820.31,2025-10-30
654542,8319,Richard Jacobs,Budget,pending,ITM005,Headphones,368.76,368.76,2025-10-30
654542,8319,Richard Jacobs,Budget,pending,ITM015,SSD,468.08,836.84,2025-10-30
654542,8319,Richard Jacobs,Budget,pending,ITM007,USB Cable,287.55,1124.39,2025-10-30
654542,8319,Richard Jacobs,Budget,pending,ITM004,Monitor,35.82,1160.21,2025-10-30
668107,5373,Jeffrey Miller,Enterprise,pending,ITM012,Speaker,183.24,183.24,2025-10-30
668107,5373,Jeffrey Miller,Enterprise,pending,ITM001,Laptop,83.11,266.35,2025-10-30
664598,9975,Christopher Norris,Enterprise,shipped,ITM005,Headphones,103.29,103.29,2025-10-30
664598,9975,Christopher Norris,Enterprise,shipped,ITM002,Mouse,471.1,574.39,2025-10-30
985719,5044,Edward Taylor,Budget,other,ITM004,Monitor,475.23,475.23,2025-10-30
323502,9593,Christina Myers,Budget,pending,ITM004,Monitor,22.37,22.37,2025-10-30
178953,5712,Victoria Thompson,Budget,pending,ITM006,Webcam,258.52,258.52,2025-10-30
178953,5712,Victoria Thompson,Budget,pending,ITM013,Router,176.98,435.5,2025-10-30
468700,5338,Clifford Allen,Standard,other,ITM007,USB Cable,316.3,316.3,2025-10-30
468700,5338,Clifford Allen,Standard,other,ITM014,Hard Drive,490.0,806.3,2025-10-30
139168,8951,Paula Hamilton,Standard,other,ITM008,Desk Chair,17.82,17.82,2025-10-30
712205,4045,Tiffany Lopez,Premium,cancelled,ITM005,Headphones,45.44,45.44,2025-10-30
909000,4044,Erin Bush MD,Standard,other,ITM014,Hard Drive,157.68,157.68,2025-10-30
237795,5188,Brandon Kramer,Enterprise,cancelled,ITM011,Charger,395.59,395.59,2025-10-30
237795,5188,Brandon Kramer,Enterprise,cancelled,ITM002,Mouse,92.78,488.37,2025-10-30
237795,5188,Brandon Kramer,Enterprise,cancelled,ITM006,Webcam,217.54,705.91,2025-10-30
237795,5188,Brandon Kramer,Enterprise,cancelled,ITM010,Phone Case,419.44,1125.35,2025-10-30
735107,5434,Timothy Cook,Premium,new,ITM006,Webcam,120.32,120.32,2025-10-30
735107,5434,Timothy Cook,Premium,new,ITM013,Router,129.56,249.88,2025-10-30
778478,3551,Shannon Morgan,Enterprise,other,ITM003,Keyboard,465.89,465.89,2025-10-30
778478,3551,Shannon Morgan,Enterprise,other,ITM005,Headphones,325.27,791.16,2025-10-30
355123,5057,Carla Weber,Premium,cancelled,ITM011,Charger,118.62,118.62,2025-10-30
355123,5057,Carla Weber,Premium,cancelled,ITM008,Desk Chair,362.15,480.77,2025-10-30
621863,9166,Travis Little,Premium,cancelled,ITM013,Router,132.83,132.83,2025-10-30
621863,9166,Travis Little,Premium,cancelled,ITM007,USB Cable,310.47,443.3,2025-10-30
621863,9166,Travis Little,Premium,cancelled,ITM006,Webcam,148.07,591.37,2025-10-30
797475,1074,Joseph Brown,Premium,pending,ITM003,Keyboard,205.66,205.66,2025-10-30
797475,1074,Joseph Brown,Premium,pending,ITM010,Phone Case,55.65,261.31,2025-10-30
366205,1065,Kari Smith,Standard,pending,ITM011,Charger,13.95,13.95,2025-10-30
110951,8935,Kathryn Williams,Premium,new,ITM008,Desk Chair,293.44,293.44,2025-10-30
110951,8935,Kathryn Williams,Premium,new,ITM014,Hard Drive,74.63,368.07,2025-10-30
110951,8935,Kathryn Williams,Premium,new,ITM012,Speaker,39.53,407.6,2025-10-30
110951,8935,Kathryn Williams,Premium,new,ITM013,Router,337.86,745.46,2025-10-30
600581,8763,Michael Williams,Premium,new,ITM010,Phone Case,148.18,148.18,2025-10-30
600581,8763,Michael Williams,Premium,new,ITM014,Hard Drive,143.44,291.62,2025-10-30
600581,8763,Michael Williams,Premium,new,ITM008,Desk Chair,405.26,696.88,2025-10-30
653993,9562,Mary Rhodes,Budget,other,ITM011,Charger,122.3,122.3,2025-10-30
653993,9562,Mary Rhodes,Budget,other,ITM008,Desk Chair,230.34,352.64,2025-10-30
475117,7242,David Taylor,Premium,shipped,ITM011,Charger,304.93,304.93,2025-10-30
475117,7242,David Taylor,Premium,shipped,ITM008,Desk Chair,187.05,491.98,2025-10-30
475117,7242,David Taylor,Premium,shipped,ITM004,Monitor,479.4,971.38,2025-10-30
475117,7242,David Taylor,Premium,shipped,ITM006,Webcam,459.62,1431.0,2025-10-30
475117,7242,David Taylor,Premium,shipped,ITM014,Hard Drive,400.27,1831.27,2025-10-30
532095,4352,Gregory Hicks,Enterprise,shipped,ITM001,Laptop,99.52,99.52,2025-10-30
955506,6193,Scott Mason,Budget,shipped,ITM007,USB Cable,84.92,84.92,2025-10-30
955506,6193,Scott Mason,Budget,shipped,ITM013,Router,259.02,343.94,2025-10-30
884910,5135,Joseph Adams,Budget,pending,ITM009,Desk Lamp,83.71,83.71,2025-10-30
884910,5135,Joseph Adams,Budget,pending,ITM010,Phone Case,470.68,554.39,2025-10-30
884910,5135,Joseph Adams,Budget,pending,ITM011,Charger,178.65,733.04,2025-10-30
884910,5135,Joseph Adams,Budget,pending,ITM013,Router,482.04,1215.08,2025-10-30
884910,5135,Joseph Adams,Budget,pending,ITM012,Speaker,474.49,1689.57,2025-10-30
636894,4280,Heather Fuller,Standard,cancelled,ITM005,Headphones,45.13,45.13,2025-10-30
619088,1530,Sophia Clark,Premium,other,ITM007,USB Cable,297.56,297.56,2025-10-30
619088,1530,Sophia Clark,Premium,other,ITM011,Charger,282.7,580.26,2025-10-30
619088,1530,Sophia Clark,Premium,other,ITM002,Mouse,60.18,640.44,2025-10-30
619088,1530,Sophia Clark,Premium,other,ITM015,SSD,91.71,732.15,2025-10-30
619088,1530,Sophia Clark,Premium,other,ITM006,Webcam,180.93,913.08,2025-10-30
682536,7390,Nicole Patterson,Standard,new,ITM008,Desk Chair,126.63,126.63,2025-10-30
682536,7390,Nicole Patterson,Standard,new,ITM010,Phone Case,352.31,478.94,2025-10-30
682536,7390,Nicole Patterson,Standard,new,ITM001,Laptop,493.33,972.27,2025-10-30
682536,7390,Nicole Patterson,Standard,new,ITM013,Router,294.63,1266.9,2025-10-30
682536,7390,Nicole Patterson,Standard,new,ITM002,Mouse,84.04,1350.94,2025-10-30
474254,5870,Julie Benton,Standard,cancelled,ITM011,Charger,439.59,439.59,2025-10-30
474254,5870,Julie Benton,Standard,cancelled,ITM012,Speaker,89.18,528.77,2025-10-30
474254,5870,Julie Benton,Standard,cancelled,ITM015,SSD,279.49,808.26,2025-10-30
474254,5870,Julie Benton,Standard,cancelled,ITM014,Hard Drive,65.57,873.83,2025-10-30
299802,5431,Jonathan Escobar,Premium,pending,ITM009,Desk Lamp,377.4,377.4,2025-10-30
299802,5431,Jonathan Escobar,Premium,pending,ITM015,SSD,266.06,643.46,2025-10-30
117858,8440,Connie Smith,Budget,pending,ITM009,Desk Lamp,424.88,424.88,2025-10-30
784409,2425,Theresa Solomon,Enterprise,shipped,ITM008,Desk Chair,316.68,316.68,2025-10-30
784409,2425,Theresa Solomon,Enterprise,shipped,ITM015,SSD,311.49,628.17,2025-10-30
529575,2520,Edward Suarez,Premium,pending,ITM007,USB Cable,370.77,370.77,2025-10-30
923670,9672,Bianca Hawkins,Standard,cancelled,ITM009,Desk Lamp,417.98,417.98,2025-10-30
923670,9672,Bianca Hawkins,Standard,cancelled,ITM014,Hard Drive,53.7,471.68,2025-10-30
879307,6520,Hannah Lopez,Standard,new,ITM008,Desk Chair,399.27,399.27,2025-10-30
879307,6520,Hannah Lopez,Standard,new,ITM014,Hard Drive,380.69,779.96,2025-10-30
879307,6520,Hannah Lopez,Standard,new,ITM013,Router,156.34,936.3,2025-10-30
919913,5301,Terry Allen,Standard,cancelled,ITM001,Laptop,286.74,286.74,2025-10-30
919913,5301,Terry Allen,Standard,cancelled,ITM013,Router,400.75,687.49,2025-10-30
919913,5301,Terry Allen,Standard,cancelled,ITM003,Keyboard,236.59,924.08,2025-10-30
475035,3804,Michelle Harris,Premium,other,ITM010,Phone Case,358.46,358.46,2025-10-30
475035,3804,Michelle Harris,Premium,other,ITM012,Speaker,223.04,581.5,2025-10-30
475035,3804,Michelle Harris,Premium,other,ITM011,Charger,235.09,816.59,2025-10-30
475035,3804,Michelle Harris,Premium,other,ITM002,Mouse,99.21,915.8,2025-10-30
100233,9120,Anna Garcia,Standard,new,ITM014,Hard Drive,281.84,281.84,2025-10-30
100233,9120,Anna Garcia,Standard,new,ITM010,Phone Case,190.56,472.4,2025-10-30
100233,9120,Anna Garcia,Standard,new,ITM003,Keyboard,459.14,931.54,2025-10-30
574146,4227,Alexander Soto,Premium,pending,ITM004,Monitor,401.76,401.76,2025-10-30
574146,4227,Alexander Soto,Premium,pending,ITM012,Speaker,313.79,715.55,2025-10-30
574146,4227,Alexander Soto,Premium,pending,ITM006,Webcam,342.56,1058.11,2025-10-30
574146,4227,Alexander Soto,Premium,pending,ITM013,Router,47.63,1105.74,2025-10-30
574146,4227,Alexander Soto,Premium,pending,ITM009,Desk Lamp,391.77,1497.51,2025-10-30
791165,7026,Jennifer Khan,Premium,cancelled,ITM005,Headphones,357.48,357.48,2025-10-30
791165,7026,Jennifer Khan,Premium,cancelled,ITM002,Mouse,376.67,734.15,2025-10-30
791165,7026,Jennifer Khan,Premium,cancelled,ITM008,Desk Chair,427.37,1161.52,2025-10-30
791165,7026,Jennifer Khan,Premium,cancelled,ITM007,USB Cable,108.22,1269.74,2025-10-30
765197,1707,Brianna Hayes,Standard,new,ITM015,SSD,263.31,263.31,2025-10-30
765197,1707,Brianna Hayes,Standard,new,ITM010,Phone Case,478.74,742.05,2025-10-30
765197,1707,Brianna Hayes,Standard,new,ITM005,Headphones,225.99,968.04,2025-10-30
765197,1707,Brianna Hayes,Standard,new,ITM007,USB Cable,34.2,1002.24,2025-10-30
765197,1707,Brianna Hayes,Standard,new,ITM008,Desk Chair,185.04,1187.28,2025-10-30
667764,8385,Catherine Olson,Premium,shipped,ITM008,Desk Chair,258.19,258.19,2025-10-30
925013,1970,Jennifer Gordon,Enterprise,other,ITM005,Headphones,436.65,436.65,2025-10-30
925013,1970,Jennifer Gordon,Enterprise,other,ITM014,Hard Drive,248.2,684.85,2025-10-30
925013,1970,Jennifer Gordon,Enterprise,other,ITM012,Speaker,42.59,727.44,2025-10-30
925013,1970,Jennifer Gordon,Enterprise,other,ITM010,Phone Case,375.06,1102.5,2025-10-30
925013,1970,Jennifer Gordon,Enterprise,other,ITM008,Desk Chair,247.47,1349.97,2025-10-30
158884,9621,Jonathan Evans,Premium,pending,ITM004,Monitor,211.36,211.36,2025-10-30
648096,7687,Sarah Dunn,Standard,cancelled,ITM003,Keyboard,344.46,344.46,2025-10-30
444744,7835,Elizabeth Page,Premium,new,ITM014,Hard Drive,284.31,284.31,2025-10-30
444744,7835,Elizabeth Page,Premium,new,ITM011,Charger,14.69,299.0,2025-10-30
444744,7835,Elizabeth Page,Premium,new,ITM009,Desk Lamp,105.26,404.26,2025-10-30
444744,7835,Elizabeth Page,Premium,new,ITM004,Monitor,109.84,514.1,2025-10-30
444744,7835,Elizabeth Page,Premium,new,ITM001,Laptop,255.82,769.92,2025-10-30
639429,4982,Michael Downs,Enterprise,shipped,ITM010,Phone Case,66.66,66.66,2025-10-30
639429,4982,Michael Downs,Enterprise,shipped,ITM014,Hard Drive,406.49,473.15,2025-10-30
639429,4982,Michael Downs,Enterprise,shipped,ITM013,Router,268.8,741.95,2025-10-30
201854,6055,Christopher Dudley,Budget,pending,ITM009,Desk Lamp,390.58,390.58,2025-10-30
201854,6055,Christopher Dudley,Budget,pending,ITM012,Speaker,156.55,547.13,2025-10-30
201854,6055,Christopher Dudley,Budget,pending,ITM002,Mouse,40.62,587.75,2025-10-30
969847,3812,David Thomas,Budget,pending,ITM014,Hard Drive,425.63,425.63,2025-10-30
969847,3812,David Thomas,Budget,pending,ITM005,Headphones,437.87,863.5,2025-10-30
969847,3812,David Thomas,Budget,pending,ITM004,Monitor,252.81,1116.31,2025-10-30
724327,9118,Thomas Potter,Premium,new,ITM010,Phone Case,80.96,80.96,2025-10-30
724327,9118,Thomas Potter,Premium,new,ITM006,Webcam,447.36,528.32,2025-10-30
724327,9118,Thomas Potter,Premium,new,ITM009,Desk Lamp,345.36,873.68,2025-10-30
215380,9490,Bradley Adams,Enterprise,cancelled,ITM001,Laptop,98.4,98.4,2025-10-30
215380,9490,Bradley Adams,Enterprise,cancelled,ITM003,Keyboard,258.77,357.17,2025-10-30
215380,9490,Bradley Adams,Enterprise,cancelled,ITM010,Phone Case,171.91,529.08,2025-10-30
948344,8793,Jennifer Carlson,Budget,cancelled,ITM011,Charger,430.69,430.69,2025-10-30
948344,8793,Jennifer Carlson,Budget,cancelled,ITM007,USB Cable,240.31,671.0,2025-10-30
948344,8793,Jennifer Carlson,Budget,cancelled,ITM002,Mouse,393.83,1064.83,2025-10-30
948344,8793,Jennifer Carlson,Budget,cancelled,ITM010,Phone Case,137.75,1202.58,2025-10-30
158423,7815,John Weeks,Budget,pending,ITM003,Keyboard,204.89,204.89,2025-10-30
158423,7815,John Weeks,Budget,pending,ITM001,Laptop,44.0,248.89,2025-10-30
158423,7815,John Weeks,Budget,pending,ITM015,SSD,210.96,459.85,2025-10-30
909192,2696,Zachary Sanchez,Standard,cancelled,ITM014,Hard Drive,184.99,184.99,2025-10-30
928564,2030,Matthew Jordan,Enterprise,pending,ITM013,Router,125.56,125.56,2025-10-30
928564,2030,Matthew Jordan,Enterprise,pending,ITM004,Monitor,388.15,513.71,2025-10-30
928564,2030,Matthew Jordan,Enterprise,pending,ITM011,Charger,192.33,706.04,2025-10-30
762734,2130,George Cooper,Enterprise,cancelled,ITM010,Phone Case,233.52,233.52,2025-10-30
762734,2130,George Cooper,Enterprise,cancelled,ITM002,Mouse,206.63,440.15,2025-10-30
762734,2130,George Cooper,Enterprise,cancelled,ITM005,Headphones,56.67,496.82,2025-10-30
929028,3410,Dustin Miller,Enterprise,cancelled,ITM008,Desk Chair,55.94,55.94,2025-10-30
711836,1905,Jeffrey Vang DDS,Standard,pending,ITM003,Keyboard,492.0,492.0,2025-10-30
711836,1905,Jeffrey Vang DDS,Standard,pending,ITM010,Phone Case,452.62,944.62,2025-10-30
711836,1905,Jeffrey Vang DDS,Standard,pending,ITM012,Speaker,439.68,1384.3,2025-10-30
711836,1905,Jeffrey Vang DDS,Standard,pending,ITM002,Mouse,233.0,1617.3,2025-10-30
711836,1905,Jeffrey Vang DDS,Standard,pending,ITM008,Desk Chair,210.79,1828.09,2025-10-30
817665,9825,William Byrd,Standard,other,ITM014,Hard Drive,129.82,129.82,2025-10-30
785768,4120,Wesley Jennings,Premium,shipped,ITM009,Desk Lamp,45.91,45.91,2025-10-30
785768,4120,Wesley Jennings,Premium,shipped,ITM013,Router,47.2,93.11,2025-10-30
785768,4120,Wesley Jennings,Premium,shipped,ITM005,Headphones,218.11,311.22,2025-10-30
785768,4120,Wesley Jennings,Premium,shipped,ITM003,Keyboard,418.33,729.55,2025-10-30
785768,4120,Wesley Jennings,Premium,shipped,ITM010,Phone Case,101.01,830.56,2025-10-30
277829,2349,Shannon Lee,Budget,new,ITM012,Speaker,322.68,322.68,2025-10-30
658508,2044,Jacob Lara,Standard,shipped,ITM010,Phone Case,252.18,252.18,2025-10-30
658508,2044,Jacob Lara,Standard,shipped,ITM013,Router,153.67,405.85,2025-10-30
460270,6822,Philip Rivers Jr.,Budget,other,ITM013,Router,51.49,51.49,2025-10-30
460270,6822,Philip Rivers Jr.,Budget,other,ITM001,Laptop,46.65,98.14,2025-10-30
460270,6822,Philip Rivers Jr.,Budget,other,ITM007,USB Cable,147.7,245.84,2025-10-30
460270,6822,Philip Rivers Jr.,Budget,other,ITM009,Desk Lamp,493.53,739.37,2025-10-30
460270,6822,Philip Rivers Jr.,Budget,other,ITM010,Phone Case,267.28,1006.65,2025-10-30
812191,1837,Elizabeth Davis,Premium,pending,ITM015,SSD,123.02,123.02,2025-10-30
812191,1837,Elizabeth Davis,Premium,pending,ITM011,Charger,329.54,452.56,2025-10-30
812191,1837,Elizabeth Davis,Premium,pending,ITM006,Webcam,38.78,491.34,2025-10-30
812191,1837,Elizabeth Davis,Premium,pending,ITM014,Hard Drive,318.48,809.82,2025-10-30
654623,9761,Jason Hubbard,Enterprise,shipped,ITM015,SSD,130.88,130.88,2025-10-30
654623,9761,Jason Hubbard,Enterprise,shipped,ITM007,USB Cable,196.82,327.7,2025-10-30
654623,9761,Jason Hubbard,Enterprise,shipped,ITM014,Hard Drive,466.61,794.31,2025-10-30
654623,9761,Jason Hubbard,Enterprise,shipped,ITM003,Keyboard,194.72,989.03,2025-10-30
135588,6504,Ashlee Garrison,Standard,pending,ITM013,Router,147.08,147.08,2025-10-30
135588,6504,Ashlee Garrison,Standard,pending,ITM014,Hard Drive,24.66,171.74,2025-10-30
616221,7305,Mrs. Elizabeth Acevedo,Enterprise,other,ITM006,Webcam,34.73,34.73,2025-10-30
616221,7305,Mrs. Elizabeth Acevedo,Enterprise,other,ITM008,Desk Chair,160.07,194.8,2025-10-30
335736,7199,Kevin Maynard,Premium,cancelled,ITM011,Charger,246.45,246.45,2025-10-30
335736,7199,Kevin Maynard,Premium,cancelled,ITM010,Phone Case,330.42,576.87,2025-10-30
335736,7199,Kevin Maynard,Premium,cancelled,ITM006,Webcam,157.05,733.92,2025-10-30
809688,7803,Timothy Nicholson,Enterprise,shipped,ITM011,Charger,233.56,233.56,2025-10-30
631277,6050,Lisa Matthews,Enterprise,pending,ITM004,Monitor,260.24,260.24,2025-10-30
631277,6050,Lisa Matthews,Enterprise,pending,ITM011,Charger,238.22,498.46,2025-10-30
631277,6050,Lisa Matthews,Enterprise,pending,ITM012,Speaker,325.59,824.05,2025-10-30
401948,1345,Jonathan Lam,Standard,cancelled,ITM006,Webcam,375.77,375.77,2025-10-30
401948,1345,Jonathan Lam,Standard,cancelled,ITM010,Phone Case,389.94,765.71,2025-10-30
401948,1345,Jonathan Lam,Standard,cancelled,ITM012,Speaker,367.19,1132.9,2025-10-30
401948,1345,Jonathan Lam,Standard,cancelled,ITM007,USB Cable,492.55,1625.45,2025-10-30
