order_id,customer_id,customer_name,customer_segment,order_status,item_id,item_name,item_price,total,ds
548801,6603,Jasmin Lewis,Premium,other,ITM003,Keyboard,295.96,759.66,2025-10-31
548801,6603,Jasmin Lewis,Premium,other,ITM013,Router,459.11,1218.77,2025-10-31
548801,6603,Jasmin Lewis,Premium,other,ITM014,Hard Drive,494.62,1713.39,2025-10-31
297967,6065,David George,Standard,cancelled,ITM012,Speaker,226.1,226.1,2025-10-31
297967,6065,David George,Standard,cancelled,ITM005,Headphones,455.3,681.4,2025-10-31
297967,6065,David George,Standard,cancelled,ITM009,Desk Lamp,224.78,906.18,2025-10-31
297967,6065,David George,Standard,cancelled,ITM003,Keyboard,456.2,1362.38,2025-10-31
297967,6065,David George,Standard,cancelled,ITM010,Phone Case,25.43,1387.81,2025-10-31
858910,4479,Carrie Roman,Budget,pending,ITM003,Keyboard,208.3,208.3,2025-10-31
593411,6532,Brian Bowers,Budget,other,ITM013,Router,169.91,169.91,2025-10-31
593411,6532,Brian Bowers,Budget,other,ITM002,Mouse,138.94,308.85,2025-10-31
170023,5400,Randy Jimenez,Budget,other,ITM007,USB Cable,340.23,340.23,2025-10-31
170023,5400,Randy Jimenez,Budget,other,ITM001,Laptop,38.69,378.92,2025-10-31
170023,5400,Randy Jimenez,Budget,other,ITM013,Router,44.62,423.54,2025-10-31
170023,5400,Randy Jimenez,Budget,other,ITM002,Mouse,295.31,718.85,2025-10-31
859664,2959,Amanda Wright,Premium,cancelled,ITM007,USB Cable,469.88,469.88,2025-10-31
859664,2959,Amanda Wright,Premium,cancelled,ITM009,Desk Lamp,373.07,842.95,2025-10-31
202312,1266,Carla Howard,Budget,shipped,ITM005,Headphones,432.26,432.26,2025-10-31
202312,1266,Carla Howard,Budget,shipped,ITM003,Keyboard,234.25,666.51,2025-10-31
202312,1266,Carla Howard,Budget,shipped,ITM004,Monitor,364.67,1031.18,2025-10-31
202312,1266,Carla Howard,Budget,shipped,ITM015,SSD,277.45,1308.63,2025-10-31
202312,1266,Carla Howard,Budget,shipped,ITM013,Router,34.9,1343.53,2025-10-31
827005,3622,Candice Johnston,Premium,shipped,ITM006,Webcam,448.48,448.48,2025-10-31
827005,3622,Candice Johnston,Premium,shipped,ITM014,Hard Drive,455.24,903.72,2025-10-31
827005,3622,Candice Johnston,Premium,shipped,ITM001,Laptop,421.57,1325.29,2025-10-31
827005,3622,Candice Johnston,Premium,shipped,ITM015,SSD,352.87,1678.16,2025-10-31
827005,3622,Candice Johnston,Premium,shipped,ITM012,Speaker,163.38,1841.54,2025-10-31
303354,8930,Mrs. Ruth Booker,Standard,new,ITM011,Charger,413.3,413.3,2025-10-31
183361,3748,Amanda Hudson,Standard,cancelled,ITM015,SSD,269.77,269.77,2025-10-31
183361,3748,Amanda Hudson,Standard,cancelled,ITM002,Mouse,42.81,312.58,2025-10-31
183361,3748,Amanda Hudson,Standard,cancelled,ITM003,Keyboard,179.12,491.7,2025-10-31
183361,3748,Amanda Hudson,Standard,cancelled,ITM006,Webcam,340.81,832.51,2025-10-31
147132,3437,Joshua Carlson,Premium,new,ITM008,Desk Chair,455.93,455.93,2025-10-31
147132,3437,Joshua Carlson,Premium,new,ITM001,Laptop,283.24,739.17,2025-10-31
147132,3437,Joshua Carlson,Premium,new,ITM012,Speaker,274.42,1013.59,2025-10-31
147132,3437,Joshua Carlson,Premium,new,ITM011,Charger,134.68,1148.27,2025-10-31
548378,5563,Adam Grimes,Enterprise,shipped,ITM009,Desk Lamp,309.13,309.13,2025-10-31
548378,5563,Adam Grimes,Enterprise,shipped,ITM015,SSD,30.28,339.41,2025-10-31
490075,2878,Denise Alexander,Enterprise,cancelled,ITM001,Laptop,406.29,406.29,2025-10-31
490075,2878,Denise Alexander,Enterprise,cancelled,ITM008,Desk Chair,359.41,765.7,2025-10-31
490075,2878,Denise Alexander,Enterprise,cancelled,ITM002,Mouse,274.18,1039.88,2025-10-31
490075,2878,Denise Alexander,Enterprise,cancelled,ITM013,Router,309.26,1349.14,2025-10-31
490075,2878,Denise Alexander,Enterprise,cancelled,ITM006,Webcam,448.97,1798.11,2025-10-31
617693,4142,Jessica Ruiz,Premium,pending,ITM002,Mouse,426.54,426.54,2025-10-31
617693,4142,Jessica Ruiz,Premium,pending,ITM008,Desk Chair,16.78,443.32,2025-10-31
298896,3990,Mary Ochoa,Budget,other,ITM004,Monitor,334.15,334.15,2025-10-31
898835,9345,Kathryn Burgess,Standard,pending,ITM001,Laptop,455.94,455.94,2025-10-31
151362,2263,Jimmy Farmer,Standard,other,ITM007,USB Cable,137.7,137.7,2025-10-31
151362,2263,Jimmy Farmer,Standard,other,ITM013,Router,149.75,287.45,2025-10-31
151362,2263,Jimmy Farmer,Standard,other,ITM003,Keyboard,22.86,310.31,2025-10-31
423182,9512,Jennifer Hunter,Budget,pending,ITM013,Router,288.03,288.03,2025-10-31
423182,9512,Jennifer Hunter,Budget,pending,ITM005,Headphones,240.29,528.32,2025-10-31
423182,9512,Jennifer Hunter,Budget,pending,ITM010,Phone Case,321.37,849.69,2025-10-31
423182,9512,Jennifer Hunter,Budget,pending,ITM003,Keyboard,24.96,874.65,2025-10-31
109788,3486,Jessica Anderson,Standard,new,ITM011,Charger,355.02,355.02,2025-10-31
109788,3486,Jessica Anderson,Standard,new,ITM003,Keyboard,396.86,751.88,2025-10-31
733835,5685,Anthony Hernandez,Premium,new,ITM008,Desk Chair,203.5,203.5,2025-10-31
733835,5685,Anthony Hernandez,Premium,new,ITM007,USB Cable,349.61,553.11,2025-10-31
298745,7674,Brandon Villarreal,Enterprise,shipped,ITM015,SSD,476.4,476.4,2025-10-31
298745,7674,Brandon Villarreal,Enterprise,shipped,ITM007,USB Cable,26.66,503.06,2025-10-31
298745,7674,Brandon Villarreal,Enterprise,shipped,ITM003,Keyboard,72.18,575.24,2025-10-31
135387,6220,Brittany Rose,Premium,shipped,ITM013,Router,297.84,297.84,2025-10-31
135387,6220,Brittany Rose,Premium,shipped,ITM007,USB Cable,115.62,413.46,2025-10-31
135387,6220,Brittany Rose,Premium,shipped,ITM015,SSD,150.87,564.33,2025-10-31
598742,3496,Annette Harrison,Budget,shipped,ITM004,Monitor,58.58,58.58,2025-10-31
598742,3496,Annette Harrison,Budget,shipped,ITM013,Router,69.04,127.62,2025-10-31
598742,3496,Annette Harrison,Budget,shipped,ITM001,Laptop,443.66,571.28,2025-10-31
598742,3496,Annette Harrison,Budget,shipped,ITM011,Charger,100.04,671.32,2025-10-31
369491,6594,Brent Jackson,Budget,pending,ITM011,Charger,358.67,358.67,2025-10-31
907033,9734,Michael Yu,Premium,pending,ITM014,Hard Drive,207.68,207.68,2025-10-31
389754,5500,Lawrence Ramirez,Enterprise,pending,ITM011,Charger,462.91,462.91,2025-10-31
389754,5500,Lawrence Ramirez,Enterprise,pending,ITM007,USB Cable,418.99,881.9,2025-10-31
787972,1880,Roy Warren,Standard,new,ITM013,Router,58.85,58.85,2025-10-31
787972,1880,Roy Warren,Standard,new,ITM011,Charger,270.86,329.71,2025-10-31
787972,1880,Roy Warren,Standard,new,ITM006,Webcam,72.3,402.01,2025-10-31
787972,1880,Roy Warren,Standard,new,ITM010,Phone Case,146.58,548.59,2025-10-31
804483,2923,Mr. Matthew Campbell,Premium,new,ITM007,USB Cable,414.48,414.48,2025-10-31
804483,2923,Mr. Matthew Campbell,Premium,new,ITM015,SSD,152.77,567.25,2025-10-31
804483,2923,Mr. Matthew Campbell,Premium,new,ITM010,Phone Case,290.75,858.0,2025-10-31
804483,2923,Mr. Matthew Campbell,Premium,new,ITM012,Speaker,463.82,1321.82,2025-10-31
365044,4225,Tommy Acosta,Premium,cancelled,ITM006,Webcam,419.68,419.68,2025-10-31
365044,4225,Tommy Acosta,Premium,cancelled,ITM007,USB Cable,229.46,649.14,2025-10-31
365044,4225,Tommy Acosta,Premium,cancelled,ITM010,Phone Case,215.92,865.06,2025-10-31
365044,4225,Tommy Acosta,Premium,cancelled,ITM004,Monitor,487.6,1352.66,2025-10-31
365044,4225,Tommy Acosta,Premium,cancelled,ITM008,Desk Chair,400.88,1753.54,2025-10-31
578930,2970,Charles Conway,Budget,cancelled,ITM010,Phone Case,457.43,457.43,2025-10-31
578930,2970,Charles Conway,Budget,cancelled,ITM007,USB Cable,402.76,860.19,2025-10-31
578930,2970,Charles Conway,Budget,cancelled,ITM004,Monitor,114.26,974.45,2025-10-31
578930,2970,Charles Conway,Budget,cancelled,ITM013,Router,471.94,1446.39,2025-10-31
185989,5376,Richard Mitchell,Premium,shipped,ITM007,USB Cable,309.54,309.54,2025-10-31
619446,2507,Mrs. Tiffany Rose,Premium,new,ITM006,Webcam,429.19,429.19,2025-10-31
678399,6807,Rachel Davila,Standard,new,ITM008,Desk Chair,62.13,62.13,2025-10-31
678399,6807,Rachel Davila,Standard,new,ITM013,Router,335.88,398.01,2025-10-31
176936,2176,Mark Hudson,Standard,new,ITM015,SSD,217.04,217.04,2025-10-31
176936,2176,Mark Hudson,Standard,new,ITM002,Mouse,21.46,238.5,2025-10-31
176936,2176,Mark Hudson,Standard,new,ITM009,Desk Lamp,35.4,273.9,2025-10-31
176936,2176,Mark Hudson,Standard,new,ITM012,Speaker,94.74,368.64,2025-10-31
176936,2176,Mark Hudson,Standard,new,ITM001,Laptop,219.37,588.01,2025-10-31
762787,9039,Brittany Marquez,Premium,pending,ITM009,Desk Lamp,90.5,90.5,2025-10-31
762787,9039,Brittany Marquez,Premium,pending,ITM002,Mouse,201.81,292.31,2025-10-31
762787,9039,Brittany Marquez,Premium,pending,ITM013,Router,412.64,704.95,2025-10-31
762787,9039,Brittany Marquez,Premium,pending,ITM010,Phone Case,179.22,884.17,2025-10-31
762787,9039,Brittany Marquez,Premium,pending,ITM015,SSD,23.32,907.49,2025-10-31
671161,5938,Brian Elliott,Standard,pending,ITM008,Desk Chair,30.15,30.15,2025-10-31
671161,5938,Brian Elliott,Standard,pending,ITM001,Laptop,326.09,356.24,2025-10-31
671161,5938,Brian Elliott,Standard,pending,ITM003,Keyboard,326.29,682.53,2025-10-31
671161,5938,Brian Elliott,Standard,pending,ITM004,Monitor,210.07,892.6,2025-10-31
671161,5938,Brian Elliott,Standard,pending,ITM010,Phone Case,490.02,1382.62,2025-10-31
532720,7796,Stephanie Stephenson,Enterprise,pending,ITM010,Phone Case,182.63,182.63,2025-10-31
532720,7796,Stephanie Stephenson,Enterprise,pending,ITM007,USB Cable,144.63,327.26,2025-10-31
532720,7796,Stephanie Stephenson,Enterprise,pending,ITM013,Router,41.82,369.08,2025-10-31
241903,9869,Heather Turner,Premium,pending,ITM015,SSD,266.31,266.31,2025-10-31
241903,9869,Heather Turner,Premium,pending,ITM002,Mouse,47.84,314.15,2025-10-31
120948,2999,Ralph Lowe,Standard,shipped,ITM011,Charger,15.49,15.49,2025-10-31
874257,8912,Dr. David Alexander V,Enterprise,pending,ITM005,Headphones,219.05,219.05,2025-10-31
498631,3973,Suzanne Wilkins,Enterprise,new,ITM015,SSD,17.89,17.89,2025-10-31
498631,3973,Suzanne Wilkins,Enterprise,new,ITM013,Router,106.97,124.86,2025-10-31
498631,3973,Suzanne Wilkins,Enterprise,new,ITM011,Charger,55.34,180.2,2025-10-31
498631,3973,Suzanne Wilkins,Enterprise,new,ITM006,Webcam,142.38,322.58,2025-10-31
774074,2558,Roger Wright,Premium,shipped,ITM001,Laptop,71.47,71.47,2025-10-31
774074,2558,Roger Wright,Premium,shipped,ITM008,Desk Chair,287.55,359.02,2025-10-31
774074,2558,Roger Wright,Premium,shipped,ITM005,Headphones,201.27,560.29,2025-10-31
774074,2558,Roger Wright,Premium,shipped,ITM009,Desk Lamp,462.62,1022.91,2025-10-31
727580,9864,John Rich,Budget,new,ITM005,Headphones,319.07,319.07,2025-10-31
727580,9864,John Rich,Budget,new,ITM008,Desk Chair,172.94,492.01,2025-10-31
766384,3079,Justin Jones,Premium,other,ITM009,Desk Lamp,164.11,164.11,2025-10-31
766384,3079,Justin Jones,Premium,other,ITM008,Desk Chair,183.03,347.14,2025-10-31
317132,1736,Marcus Conley,Premium,pending,ITM003,Keyboard,65.79,65.79,2025-10-31
318343,3297,Johnathan Ford,Enterprise,cancelled,ITM002,Mouse,53.7,53.7,2025-10-31
318343,3297,Johnathan Ford,Enterprise,cancelled,ITM013,Router,222.48,276.18,2025-10-31
318343,3297,Johnathan Ford,Enterprise,cancelled,ITM008,Desk Chair,455.8,731.98,2025-10-31
318343,3297,Johnathan Ford,Enterprise,cancelled,ITM012,Speaker,385.91,1117.89,2025-10-31
318343,3297,Johnathan Ford,Enterprise,cancelled,ITM007,USB Cable,289.78,1407.67,2025-10-31
406058,8970,Brittany Anderson,Budget,other,ITM014,Hard Drive,496.27,496.27,2025-10-31
406058,8970,Brittany Anderson,Budget,other,ITM011,Charger,387.61,883.88,2025-10-31
766620,7586,Betty Davidson,Enterprise,cancelled,ITM007,USB Cable,375.53,375.53,2025-10-31
196158,2264,Carlos Estes,Premium,other,ITM007,USB Cable,305.31,305.31,2025-10-31
196158,2264,Carlos Estes,Premium,other,ITM004,Monitor,112.39,417.7,2025-10-31
196158,2264,Carlos Estes,Premium,other,ITM012,Speaker,372.87,790.57,2025-10-31
196158,2264,Carlos Estes,Premium,other,ITM005,Headphones,28.79,819.36,2025-10-31
235093,4290,Mr. Daniel Grant,Budget,new,ITM001,Laptop,220.28,220.28,2025-10-31
999227,8689,Ashley Hall,Enterprise,cancelled,ITM012,Speaker,312.49,312.49,2025-10-31
999227,8689,Ashley Hall,Enterprise,cancelled,ITM002,Mouse,361.28,673.77,2025-10-31
179870,2522,Gregory Johnston,Enterprise,cancelled,ITM011,Charger,361.7,361.7,2025-10-31
179870,2522,Gregory Johnston,Enterprise,cancelled,ITM005,Headphones,289.87,651.57,2025-10-31
179870,2522,Gregory Johnston,Enterprise,cancelled,ITM004,Monitor,466.34,1117.91,2025-10-31
179870,2522,Gregory Johnston,Enterprise,cancelled,ITM008,Desk Chair,221.78,1339.69,2025-10-31
179870,2522,Gregory Johnston,Enterprise,cancelled,ITM001,Laptop,488.2,1827.89,2025-10-31
499704,9673,Regina Roberts,Premium,new,ITM007,USB Cable,284.44,284.44,2025-10-31
539818,8243,Aaron Mendez,Budget,shipped,ITM001,Laptop,463.95,463.95,2025-10-31
539818,8243,Aaron Mendez,Budget,shipped,ITM008,Desk Chair,443.28,907.23,2025-10-31
539818,8243,Aaron Mendez,Budget,shipped,ITM013,Router,19.39,926.62,2025-10-31
539818,8243,Aaron Mendez,Budget,shipped,ITM005,Headphones,461.09,1387.71,2025-10-31
539818,8243,Aaron Mendez,Budget,shipped,ITM002,Mouse,316.33,1704.04,2025-10-31
482197,8736,Lisa Bond,Budget,other,ITM014,Hard Drive,27.12,27.12,2025-10-31
482197,8736,Lisa Bond,Budget,other,ITM002,Mouse,46.52,73.64,2025-10-31
482197,8736,Lisa Bond,Budget,other,ITM001,Laptop,320.41,394.05,2025-10-31
482197,8736,Lisa Bond,Budget,other,ITM005,Headphones,416.5,810.55,2025-10-31
482197,8736,Lisa Bond,Budget,other,ITM009,Desk Lamp,366.34,1176.89,2025-10-31
459888,4253,John Barrera DDS,Enterprise,cancelled,ITM013,Router,46.3,46.3,2025-10-31
459888,4253,John Barrera DDS,Enterprise,cancelled,ITM008,Desk Chair,498.07,544.37,2025-10-31
459888,4253,John Barrera DDS,Enterprise,cancelled,ITM007,USB Cable,224.85,769.22,2025-10-31
459888,4253,John Barrera DDS,Enterprise,cancelled,ITM012,Speaker,181.5,950.72,2025-10-31
459888,4253,John Barrera DDS,Enterprise,cancelled,ITM010,Phone Case,320.02,1270.74,2025-10-31
384801,3126,Raymond Fritz,Premium,new,ITM002,Mouse,152.08,152.08,2025-10-31
882409,3348,Kevin Gonzalez,Budget,new,ITM006,Webcam,260.53,260.53,2025-10-31
882409,3348,Kevin Gonzalez,Budget,new,ITM002,Mouse,131.17,391.7,2025-10-31
882409,3348,Kevin Gonzalez,Budget,new,ITM009,Desk Lamp,397.23,788.93,2025-10-31
882409,3348,Kevin Gonzalez,Budget,new,ITM012,Speaker,379.7,1168.63,2025-10-31
149507,7527,Frank Davila,Enterprise,other,ITM004,Monitor,274.75,274.75,2025-10-31
149507,7527,Frank Davila,Enterprise,other,ITM002,Mouse,400.89,675.64,2025-10-31
149507,7527,Frank Davila,Enterprise,other,ITM011,Charger,491.28,1166.92,2025-10-31
790670,9137,Alicia Anderson,Premium,cancelled,ITM004,Monitor,354.35,354.35,2025-10-31
790670,9137,Alicia Anderson,Premium,cancelled,ITM011,Charger,260.62,614.97,2025-10-31
790670,9137,Alicia Anderson,Premium,cancelled,ITM015,SSD,29.4,644.37,2025-10-31
790670,9137,Alicia Anderson,Premium,cancelled,ITM005,Headphones,208.4,852.77,2025-10-31
790670,9137,Alicia Anderson,Premium,cancelled,ITM008,Desk Chair,441.91,1294.68,2025-10-31
880792,8684,Cynthia Norris,Standard,other,ITM003,Keyboard,456.18,456.18,2025-10-31
880792,8684,Cynthia Norris,Standard,other,ITM015,SSD,430.11,886.29,2025-10-31
880792,8684,Cynthia Norris,Standard,other,ITM005,Headphones,160.55,1046.84,2025-10-31
880792,8684,Cynthia Norris,Standard,other,ITM011,Charger,32.15,1078.99,2025-10-31
880792,8684,Cynthia Norris,Standard,other,ITM004,Monitor,226.23,1305.22,2025-10-31
265678,1619,Sandra Mills,Standard,cancelled,ITM013,Router,484.57,484.57,2025-10-31
265678,1619,Sandra Mills,Standard,cancelled,ITM002,Mouse,227.71,712.28,2025-10-31
265678,1619,Sandra Mills,Standard,cancelled,ITM005,Headphones,321.26,1033.54,2025-10-31
852820,6703,Felicia Cowan,Enterprise,shipped,ITM013,Router,221.9,221.9,2025-10-31
852820,6703,Felicia Cowan,Enterprise,shipped,ITM010,Phone Case,229.21,451.11,2025-10-31
852820,6703,Felicia Cowan,Enterprise,shipped,ITM011,Charger,216.14,667.25,2025-10-31
927984,1212,Collin Anderson,Premium,cancelled,ITM013,Router,12.99,12.99,2025-10-31
927984,1212,Collin Anderson,Premium,cancelled,ITM001,Laptop,220.64,233.63,2025-10-31
927984,1212,Collin Anderson,Premium,cancelled,ITM008,Desk Chair,265.25,498.88,2025-10-31
851728,9409,Tyler Wood,Enterprise,cancelled,ITM010,Phone Case,378.81,378.81,2025-10-31
851728,9409,Tyler Wood,Enterprise,cancelled,ITM013,Router,35.07,413.88,2025-10-31
851728,9409,Tyler Wood,Enterprise,cancelled,ITM005,Headphones,126.27,540.15,2025-10-31
851728,9409,Tyler Wood,Enterprise,cancelled,ITM015,SSD,161.94,702.09,2025-10-31
851728,9409,Tyler Wood,Enterprise,cancelled,ITM014,Hard Drive,473.59,1175.68,2025-10-31
126129,4640,Jennifer Sanchez,Standard,new,ITM001,Laptop,153.05,153.05,2025-10-31
420472,2248,Jeffrey Knapp,Premium,other,ITM011,Charger,87.08,87.08,2025-10-31
420472,2248,Jeffrey Knapp,Premium,other,ITM012,Speaker,46.01,133.09,2025-10-31
847921,6485,Alicia Clayton,Budget,new,ITM002,Mouse,419.44,419.44,2025-10-31
847921,6485,Alicia Clayton,Budget,new,ITM006,Webcam,306.86,726.3,2025-10-31
847921,6485,Alicia Clayton,Budget,new,ITM015,SSD,52.11,778.41,2025-10-31
130639,1485,Michael Trevino,Premium,new,ITM001,Laptop,200.89,200.89,2025-10-31
108312,8551,Eric Miller,Enterprise,other,ITM013,Router,482.79,482.79,2025-10-31
108312,8551,Eric Miller,Enterprise,other,ITM010,Phone Case,314.99,797.78,2025-10-31
146113,7051,Rachel James,Standard,pending,ITM015,SSD,310.78,310.78,2025-10-31
808871,8000,Elizabeth Baker,Budget,new,ITM010,Phone Case,50.52,50.52,2025-10-31
808871,8000,Elizabeth Baker,Budget,new,ITM003,Keyboard,402.1,452.62,2025-10-31
808871,8000,Elizabeth Baker,Budget,new,ITM001,Laptop,339.5,792.12,2025-10-31
808871,8000,Elizabeth Baker,Budget,new,ITM015,SSD,377.3,1169.42,2025-10-31
808871,8000,Elizabeth Baker,Budget,new,ITM005,Headphones,381.38,1550.8,2025-10-31
852914,4346,Alyssa Adams,Budget,other,ITM012,Speaker,38.61,38.61,2025-10-31
852914,4346,Alyssa Adams,Budget,other,ITM015,SSD,396.03,434.64,2025-10-31
852914,4346,Alyssa Adams,Budget,other,ITM008,Desk Chair,203.27,637.91,2025-10-31
852914,4346,Alyssa Adams,Budget,other,ITM006,Webcam,154.86,792.77,2025-10-31
140983,7720,Sara Walker,Enterprise,other,ITM009,Desk Lamp,109.55,109.55,2025-10-31
140983,7720,Sara Walker,Enterprise,other,ITM002,Mouse,99.06,208.61,2025-10-31
140983,7720,Sara Walker,Enterprise,other,ITM005,Headphones,378.21,586.82,2025-10-31
140983,7720,Sara Walker,Enterprise,other,ITM008,Desk Chair,496.25,1083.07,2025-10-31
140983,7720,Sara Walker,Enterprise,other,ITM004,Monitor,399.17,1482.24,2025-10-31
262265,7991,Erin Mendez,Enterprise,new,ITM001,Laptop,142.12,142.12,2025-10-31
262265,7991,Erin Mendez,Enterprise,new,ITM012,Speaker,363.84,505.96,2025-10-31
262265,7991,Erin Mendez,Enterprise,new,ITM015,SSD,239.78,745.74,2025-10-31
262265,7991,Erin Mendez,Enterprise,new,ITM003,Keyboard,436.89,1182.63,2025-10-31
262265,7991,Erin Mendez,Enterprise,new,ITM005,Headphones,383.01,1565.64,2025-10-31
852844,8919,John Phillips,Premium,pending,ITM013,Router,285.88,285.88,2025-10-31
852844,8919,John Phillips,Premium,pending,ITM009,Desk Lamp,264.91,550.79,2025-10-31
852844,8919,John Phillips,Premium,pending,ITM014,Hard Drive,399.78,950.57,2025-10-31
852844,8919,John Phillips,Premium,pending,ITM001,Laptop,92.75,1043.32,2025-10-31
852844,8919,John Phillips,Premium,pending,ITM004,Monitor,225.88,1269.2,2025-10-31
418808,7278,Sara Kirk,Enterprise,shipped,ITM002,Mouse,79.91,79.91,2025-10-31
418808,7278,Sara Kirk,Enterprise,shipped,ITM001,Laptop,184.19,264.1,2025-10-31
127764,8008,Gregory Miles,Enterprise,new,ITM014,Hard Drive,40.41,40.41,2025-10-31
127764,8008,Gregory Miles,Enterprise,new,ITM007,USB Cable,281.29,321.7,2025-10-31
368911,9727,Eric Daniels,Budget,other,ITM008,Desk Chair,196.1,196.1,2025-10-31
368911,9727,Eric Daniels,Budget,other,ITM001,Laptop,52.66,248.76,2025-10-31
265669,6364,Annette Gomez,Premium,shipped,ITM002,Mouse,118.13,118.13,2025-10-31
265669,6364,Annette Gomez,Premium,shipped,ITM008,Desk Chair,305.88,424.01,2025-10-31
